TCM_symptom_id,Syndrome_id
SMTS01400,SMSY00061
SMTS01451,SMSY00061
SMTS01453,SMSY00061
SMTS01460,SMSY00061
SMTS01463,SMSY00061
SMTS01503,SMSY00061
SMTS01517,SMSY00061
SMTS01520,SMSY00061
SMTS01521,SMSY00061
SMTS01545,SMSY00061
SMTS01587,SMSY00061
SMTS01604,SMSY00061
SMTS01607,SMSY00061
SMTS01608,SMSY00061
SMTS01609,SMSY00061
SMTS01610,SMSY00061
SMTS01611,SMSY00061
SMTS01664,SMSY00061
SMTS01668,SMSY00061
SMTS01676,SMSY00061
SMTS01677,SMSY00061
SMTS01678,SMSY00061
SMTS01679,SMSY00061
SMTS01680,SMSY00061
SMTS01681,SMSY00061
SMTS01683,SMSY00061
SMTS01684,SMSY00061
SMTS01687,SMSY00061
SMTS01689,SMSY00061
SMTS01690,SMSY00061
SMTS01706,SMSY00061
SMTS01709,SMSY00061
SMTS01717,SMSY00061
SMTS01745,SMSY00061
SMTS01748,SMSY00061
SMTS01750,SMSY00061
SMTS01767,SMSY00061
SMTS01773,SMSY00061
SMTS01800,SMSY00061
SMTS01814,SMSY00061
SMTS01886,SMSY00061
SMTS01888,SMSY00061
SMTS01911,SMSY00061
SMTS01918,SMSY00061
SMTS02026,SMSY00061
SMTS02044,SMSY00061
SMTS02045,SMSY00061
SMTS02107,SMSY00061
SMTS02112,SMSY00061
SMTS02114,SMSY00061
SMTS02201,SMSY00061
SMTS02283,SMSY00061
SMTS02284,SMSY00061
SMTS02285,SMSY00061
SMTS02361,SMSY00061
SMTS00010,SMSY00063
SMTS00222,SMSY00063
SMTS00230,SMSY00063
SMTS00233,SMSY00063
SMTS00237,SMSY00063
SMTS00239,SMSY00063
SMTS00317,SMSY00063
SMTS00318,SMSY00063
SMTS00319,SMSY00063
SMTS00320,SMSY00063
SMTS00323,SMSY00063
SMTS00324,SMSY00063
SMTS00425,SMSY00063
SMTS00720,SMSY00063
SMTS00721,SMSY00063
SMTS00728,SMSY00063
SMTS00729,SMSY00063
SMTS00730,SMSY00063
SMTS00775,SMSY00063
SMTS01228,SMSY00063
SMTS01229,SMSY00063
SMTS01285,SMSY00063
SMTS01671,SMSY00063
SMTS01739,SMSY00063
SMTS01818,SMSY00063
SMTS01925,SMSY00063
SMTS01926,SMSY00063
SMTS01959,SMSY00063
SMTS01977,SMSY00063
SMTS02064,SMSY00063
SMTS02136,SMSY00063
SMTS01228,SMSY00064
SMTS00010,SMSY00065
SMTS00239,SMSY00065
SMTS00249,SMSY00065
SMTS00563,SMSY00065
SMTS00564,SMSY00065
SMTS00935,SMSY00065
SMTS00947,SMSY00065
SMTS00956,SMSY00065
SMTS00958,SMSY00065
SMTS00959,SMSY00065
SMTS00960,SMSY00065
SMTS00961,SMSY00065
SMTS01325,SMSY00065
SMTS01639,SMSY00065
SMTS01640,SMSY00065
SMTS02122,SMSY00065
SMTS00234,SMSY00066
SMTS00235,SMSY00066
SMTS00236,SMSY00066
SMTS00242,SMSY00066
SMTS00249,SMSY00066
SMTS00833,SMSY00066
SMTS00835,SMSY00066
SMTS01229,SMSY00066
SMTS01285,SMSY00066
SMTS01319,SMSY00066
SMTS01320,SMSY00066
SMTS01324,SMSY00066
SMTS01325,SMSY00066
SMTS01326,SMSY00066
SMTS01639,SMSY00066
SMTS01640,SMSY00066
SMTS01925,SMSY00066
SMTS01926,SMSY00066
SMTS01959,SMSY00066
SMTS01960,SMSY00066
SMTS02064,SMSY00066
SMTS00010,SMSY00067
SMTS00239,SMSY00067
SMTS00249,SMSY00067
SMTS00563,SMSY00067
SMTS00564,SMSY00067
SMTS00935,SMSY00067
SMTS00947,SMSY00067
SMTS00956,SMSY00067
SMTS00958,SMSY00067
SMTS00959,SMSY00067
SMTS00960,SMSY00067
SMTS00961,SMSY00067
SMTS01325,SMSY00067
SMTS01639,SMSY00067
SMTS01640,SMSY00067
SMTS02122,SMSY00067
SMTS00010,SMSY00068
SMTS00239,SMSY00068
SMTS00249,SMSY00068
SMTS00563,SMSY00068
SMTS00564,SMSY00068
SMTS00935,SMSY00068
SMTS00947,SMSY00068
SMTS00956,SMSY00068
SMTS00958,SMSY00068
SMTS00959,SMSY00068
SMTS00960,SMSY00068
SMTS00961,SMSY00068
SMTS01325,SMSY00068
SMTS01639,SMSY00068
SMTS01640,SMSY00068
SMTS02122,SMSY00068
SMTS00046,SMSY00069
SMTS00151,SMSY00069
SMTS00158,SMSY00069
SMTS00159,SMSY00069
SMTS00161,SMSY00069
SMTS00162,SMSY00069
SMTS00164,SMSY00069
SMTS00165,SMSY00069
SMTS00166,SMSY00069
SMTS00167,SMSY00069
SMTS00214,SMSY00069
SMTS00283,SMSY00069
SMTS00285,SMSY00069
SMTS00286,SMSY00069
SMTS00292,SMSY00069
SMTS00293,SMSY00069
SMTS00563,SMSY00069
SMTS00564,SMSY00069
SMTS00580,SMSY00069
SMTS00582,SMSY00069
SMTS00707,SMSY00069
SMTS00911,SMSY00069
SMTS00916,SMSY00069
SMTS00917,SMSY00069
SMTS00918,SMSY00069
SMTS01179,SMSY00069
SMTS01180,SMSY00069
SMTS01183,SMSY00069
SMTS01184,SMSY00069
SMTS01185,SMSY00069
SMTS01216,SMSY00069
SMTS01217,SMSY00069
SMTS01218,SMSY00069
SMTS01299,SMSY00069
SMTS01318,SMSY00069
SMTS01319,SMSY00069
SMTS01384,SMSY00069
SMTS01385,SMSY00069
SMTS01386,SMSY00069
SMTS01387,SMSY00069
SMTS01667,SMSY00069
SMTS01672,SMSY00069
SMTS01762,SMSY00069
SMTS02164,SMSY00069
SMTS02210,SMSY00069
SMTS00571,SMSY00070
SMTS00753,SMSY00070
SMTS00975,SMSY00070
SMTS01124,SMSY00070
SMTS01128,SMSY00070
SMTS01183,SMSY00070
SMTS01184,SMSY00070
SMTS01185,SMSY00070
SMTS01216,SMSY00070
SMTS01217,SMSY00070
SMTS01218,SMSY00070
SMTS01285,SMSY00070
SMTS01318,SMSY00070
SMTS01319,SMSY00070
SMTS01384,SMSY00070
SMTS01386,SMSY00070
SMTS01387,SMSY00070
SMTS01394,SMSY00070
SMTS01412,SMSY00070
SMTS01414,SMSY00070
SMTS01415,SMSY00070
SMTS01416,SMSY00070
SMTS01417,SMSY00070
SMTS01925,SMSY00070
SMTS01926,SMSY00070
SMTS02211,SMSY00070
SMTS00571,SMSY00071
SMTS00753,SMSY00071
SMTS00975,SMSY00071
SMTS01124,SMSY00071
SMTS01128,SMSY00071
SMTS01183,SMSY00071
SMTS01184,SMSY00071
SMTS01185,SMSY00071
SMTS01216,SMSY00071
SMTS01217,SMSY00071
SMTS01218,SMSY00071
SMTS01285,SMSY00071
SMTS01318,SMSY00071
SMTS01319,SMSY00071
SMTS01384,SMSY00071
SMTS01386,SMSY00071
SMTS01387,SMSY00071
SMTS01394,SMSY00071
SMTS01412,SMSY00071
SMTS01414,SMSY00071
SMTS01415,SMSY00071
SMTS01416,SMSY00071
SMTS01417,SMSY00071
SMTS01925,SMSY00071
SMTS01926,SMSY00071
SMTS02211,SMSY00071
SMTS00043,SMSY00073
SMTS00063,SMSY00073
SMTS00176,SMSY00073
SMTS00177,SMSY00073
SMTS00222,SMSY00073
SMTS00223,SMSY00073
SMTS00224,SMSY00073
SMTS00225,SMSY00073
SMTS00227,SMSY00073
SMTS00228,SMSY00073
SMTS00234,SMSY00073
SMTS00236,SMSY00073
SMTS00292,SMSY00073
SMTS00293,SMSY00073
SMTS00299,SMSY00073
SMTS00358,SMSY00073
SMTS00405,SMSY00073
SMTS00420,SMSY00073
SMTS00455,SMSY00073
SMTS00492,SMSY00073
SMTS00580,SMSY00073
SMTS00589,SMSY00073
SMTS00621,SMSY00073
SMTS00623,SMSY00073
SMTS00625,SMSY00073
SMTS00627,SMSY00073
SMTS00631,SMSY00073
SMTS00635,SMSY00073
SMTS00636,SMSY00073
SMTS00664,SMSY00073
SMTS00672,SMSY00073
SMTS00693,SMSY00073
SMTS00695,SMSY00073
SMTS00706,SMSY00073
SMTS00720,SMSY00073
SMTS00721,SMSY00073
SMTS00723,SMSY00073
SMTS00727,SMSY00073
SMTS00728,SMSY00073
SMTS00729,SMSY00073
SMTS00730,SMSY00073
SMTS00734,SMSY00073
SMTS00735,SMSY00073
SMTS00736,SMSY00073
SMTS00740,SMSY00073
SMTS00747,SMSY00073
SMTS00748,SMSY00073
SMTS00749,SMSY00073
SMTS00750,SMSY00073
SMTS00755,SMSY00073
SMTS00768,SMSY00073
SMTS00770,SMSY00073
SMTS00771,SMSY00073
SMTS00772,SMSY00073
SMTS00776,SMSY00073
SMTS00777,SMSY00073
SMTS00782,SMSY00073
SMTS00794,SMSY00073
SMTS00795,SMSY00073
SMTS00819,SMSY00073
SMTS00832,SMSY00073
SMTS00836,SMSY00073
SMTS00837,SMSY00073
SMTS00838,SMSY00073
SMTS00839,SMSY00073
SMTS00840,SMSY00073
SMTS00905,SMSY00073
SMTS00906,SMSY00073
SMTS00911,SMSY00073
SMTS00916,SMSY00073
SMTS00917,SMSY00073
SMTS00918,SMSY00073
SMTS00933,SMSY00073
SMTS00934,SMSY00073
SMTS00935,SMSY00073
SMTS00973,SMSY00073
SMTS00974,SMSY00073
SMTS00975,SMSY00073
SMTS00976,SMSY00073
SMTS00977,SMSY00073
SMTS00981,SMSY00073
SMTS00982,SMSY00073
SMTS01021,SMSY00073
SMTS01049,SMSY00073
SMTS01050,SMSY00073
SMTS01109,SMSY00073
SMTS01131,SMSY00073
SMTS01135,SMSY00073
SMTS01145,SMSY00073
SMTS01146,SMSY00073
SMTS01166,SMSY00073
SMTS01172,SMSY00073
SMTS01173,SMSY00073
SMTS01183,SMSY00073
SMTS01239,SMSY00073
SMTS01241,SMSY00073
SMTS01243,SMSY00073
SMTS01244,SMSY00073
SMTS01246,SMSY00073
SMTS01248,SMSY00073
SMTS01264,SMSY00073
SMTS01269,SMSY00073
SMTS01272,SMSY00073
SMTS01274,SMSY00073
SMTS01275,SMSY00073
SMTS01277,SMSY00073
SMTS01283,SMSY00073
SMTS01284,SMSY00073
SMTS01292,SMSY00073
SMTS01299,SMSY00073
SMTS01305,SMSY00073
SMTS01306,SMSY00073
SMTS01311,SMSY00073
SMTS01313,SMSY00073
SMTS01317,SMSY00073
SMTS01318,SMSY00073
SMTS01319,SMSY00073
SMTS01364,SMSY00073
SMTS01373,SMSY00073
SMTS01374,SMSY00073
SMTS01375,SMSY00073
SMTS01378,SMSY00073
SMTS01379,SMSY00073
SMTS01380,SMSY00073
SMTS01383,SMSY00073
SMTS01389,SMSY00073
SMTS01393,SMSY00073
SMTS01394,SMSY00073
SMTS01395,SMSY00073
SMTS01396,SMSY00073
SMTS01401,SMSY00073
SMTS01402,SMSY00073
SMTS01410,SMSY00073
SMTS01412,SMSY00073
SMTS01414,SMSY00073
SMTS01415,SMSY00073
SMTS01416,SMSY00073
SMTS01417,SMSY00073
SMTS01443,SMSY00073
SMTS01444,SMSY00073
SMTS01576,SMSY00073
SMTS01577,SMSY00073
SMTS01620,SMSY00073
SMTS01642,SMSY00073
SMTS01648,SMSY00073
SMTS01660,SMSY00073
SMTS01667,SMSY00073
SMTS01672,SMSY00073
SMTS01698,SMSY00073
SMTS01710,SMSY00073
SMTS01716,SMSY00073
SMTS01739,SMSY00073
SMTS01774,SMSY00073
SMTS01789,SMSY00073
SMTS01814,SMSY00073
SMTS01846,SMSY00073
SMTS01853,SMSY00073
SMTS01854,SMSY00073
SMTS01855,SMSY00073
SMTS01856,SMSY00073
SMTS01857,SMSY00073
SMTS01864,SMSY00073
SMTS01866,SMSY00073
SMTS01871,SMSY00073
SMTS01872,SMSY00073
SMTS01956,SMSY00073
SMTS01963,SMSY00073
SMTS01964,SMSY00073
SMTS01968,SMSY00073
SMTS01969,SMSY00073
SMTS01985,SMSY00073
SMTS01988,SMSY00073
SMTS02094,SMSY00073
SMTS02096,SMSY00073
SMTS02120,SMSY00073
SMTS02138,SMSY00073
SMTS02139,SMSY00073
SMTS02164,SMSY00073
SMTS02208,SMSY00073
SMTS02213,SMSY00073
SMTS02217,SMSY00073
SMTS02244,SMSY00073
SMTS02267,SMSY00073
SMTS02277,SMSY00073
SMTS02280,SMSY00073
SMTS02357,SMSY00073
SMTS02358,SMSY00073
SMTS02360,SMSY00073
SMTS00068,SMSY00074
SMTS00069,SMSY00074
SMTS00222,SMSY00074
SMTS00234,SMSY00074
SMTS00236,SMSY00074
SMTS00292,SMSY00074
SMTS00293,SMSY00074
SMTS00405,SMSY00074
SMTS00580,SMSY00074
SMTS00623,SMSY00074
SMTS00625,SMSY00074
SMTS00627,SMSY00074
SMTS00671,SMSY00074
SMTS00672,SMSY00074
SMTS00693,SMSY00074
SMTS00695,SMSY00074
SMTS00706,SMSY00074
SMTS00727,SMSY00074
SMTS00735,SMSY00074
SMTS00736,SMSY00074
SMTS00747,SMSY00074
SMTS00748,SMSY00074
SMTS00749,SMSY00074
SMTS00755,SMSY00074
SMTS00768,SMSY00074
SMTS00794,SMSY00074
SMTS00795,SMSY00074
SMTS00800,SMSY00074
SMTS00839,SMSY00074
SMTS00840,SMSY00074
SMTS00905,SMSY00074
SMTS00906,SMSY00074
SMTS00911,SMSY00074
SMTS00916,SMSY00074
SMTS00917,SMSY00074
SMTS00918,SMSY00074
SMTS00931,SMSY00074
SMTS00933,SMSY00074
SMTS00934,SMSY00074
SMTS00981,SMSY00074
SMTS00982,SMSY00074
SMTS01109,SMSY00074
SMTS01112,SMSY00074
SMTS01131,SMSY00074
SMTS01135,SMSY00074
SMTS01145,SMSY00074
SMTS01172,SMSY00074
SMTS01179,SMSY00074
SMTS01183,SMSY00074
SMTS01187,SMSY00074
SMTS01272,SMSY00074
SMTS01273,SMSY00074
SMTS01274,SMSY00074
SMTS01299,SMSY00074
SMTS01305,SMSY00074
SMTS01306,SMSY00074
SMTS01318,SMSY00074
SMTS01319,SMSY00074
SMTS01364,SMSY00074
SMTS01373,SMSY00074
SMTS01374,SMSY00074
SMTS01375,SMSY00074
SMTS01378,SMSY00074
SMTS01379,SMSY00074
SMTS01380,SMSY00074
SMTS01383,SMSY00074
SMTS01389,SMSY00074
SMTS01393,SMSY00074
SMTS01394,SMSY00074
SMTS01395,SMSY00074
SMTS01396,SMSY00074
SMTS01402,SMSY00074
SMTS01410,SMSY00074
SMTS01412,SMSY00074
SMTS01414,SMSY00074
SMTS01415,SMSY00074
SMTS01416,SMSY00074
SMTS01417,SMSY00074
SMTS01443,SMSY00074
SMTS01642,SMSY00074
SMTS01739,SMSY00074
SMTS01789,SMSY00074
SMTS01846,SMSY00074
SMTS01956,SMSY00074
SMTS01985,SMSY00074
SMTS02208,SMSY00074
SMTS02213,SMSY00074
SMTS02357,SMSY00074
SMTS02358,SMSY00074
SMTS02360,SMSY00074
SMTS00043,SMSY00075
SMTS00043,SMSY00076
SMTS00068,SMSY00076
SMTS00069,SMSY00076
SMTS00222,SMSY00076
SMTS00234,SMSY00076
SMTS00236,SMSY00076
SMTS00292,SMSY00076
SMTS00293,SMSY00076
SMTS00405,SMSY00076
SMTS00580,SMSY00076
SMTS00623,SMSY00076
SMTS00625,SMSY00076
SMTS00627,SMSY00076
SMTS00671,SMSY00076
SMTS00672,SMSY00076
SMTS00693,SMSY00076
SMTS00695,SMSY00076
SMTS00706,SMSY00076
SMTS00727,SMSY00076
SMTS00735,SMSY00076
SMTS00736,SMSY00076
SMTS00747,SMSY00076
SMTS00748,SMSY00076
SMTS00749,SMSY00076
SMTS00755,SMSY00076
SMTS00768,SMSY00076
SMTS00794,SMSY00076
SMTS00795,SMSY00076
SMTS00800,SMSY00076
SMTS00839,SMSY00076
SMTS00840,SMSY00076
SMTS00905,SMSY00076
SMTS00906,SMSY00076
SMTS00911,SMSY00076
SMTS00916,SMSY00076
SMTS00917,SMSY00076
SMTS00918,SMSY00076
SMTS00931,SMSY00076
SMTS00933,SMSY00076
SMTS00934,SMSY00076
SMTS00981,SMSY00076
SMTS00982,SMSY00076
SMTS01109,SMSY00076
SMTS01112,SMSY00076
SMTS01131,SMSY00076
SMTS01135,SMSY00076
SMTS01145,SMSY00076
SMTS01172,SMSY00076
SMTS01179,SMSY00076
SMTS01183,SMSY00076
SMTS01187,SMSY00076
SMTS01272,SMSY00076
SMTS01273,SMSY00076
SMTS01274,SMSY00076
SMTS01299,SMSY00076
SMTS01305,SMSY00076
SMTS01306,SMSY00076
SMTS01318,SMSY00076
SMTS01319,SMSY00076
SMTS01364,SMSY00076
SMTS01373,SMSY00076
SMTS01374,SMSY00076
SMTS01375,SMSY00076
SMTS01378,SMSY00076
SMTS01379,SMSY00076
SMTS01380,SMSY00076
SMTS01383,SMSY00076
SMTS01389,SMSY00076
SMTS01393,SMSY00076
SMTS01394,SMSY00076
SMTS01395,SMSY00076
SMTS01396,SMSY00076
SMTS01402,SMSY00076
SMTS01410,SMSY00076
SMTS01412,SMSY00076
SMTS01414,SMSY00076
SMTS01415,SMSY00076
SMTS01416,SMSY00076
SMTS01417,SMSY00076
SMTS01443,SMSY00076
SMTS01642,SMSY00076
SMTS01739,SMSY00076
SMTS01789,SMSY00076
SMTS01846,SMSY00076
SMTS01956,SMSY00076
SMTS01985,SMSY00076
SMTS02208,SMSY00076
SMTS02213,SMSY00076
SMTS02357,SMSY00076
SMTS02358,SMSY00076
SMTS02360,SMSY00076
SMTS00106,SMSY00077
SMTS00112,SMSY00077
SMTS00140,SMSY00077
SMTS00253,SMSY00077
SMTS00287,SMSY00077
SMTS00332,SMSY00077
SMTS00415,SMSY00077
SMTS00550,SMSY00077
SMTS01063,SMSY00077
SMTS01067,SMSY00077
SMTS01068,SMSY00077
SMTS01084,SMSY00077
SMTS01087,SMSY00077
SMTS01088,SMSY00077
SMTS01089,SMSY00077
SMTS01090,SMSY00077
SMTS01439,SMSY00077
SMTS02040,SMSY00077
SMTS02053,SMSY00077
SMTS02055,SMSY00077
SMTS02104,SMSY00077
SMTS02232,SMSY00077
SMTS02235,SMSY00077
SMTS00046,SMSY00078
SMTS00151,SMSY00078
SMTS00158,SMSY00078
SMTS00159,SMSY00078
SMTS00161,SMSY00078
SMTS00162,SMSY00078
SMTS00164,SMSY00078
SMTS00165,SMSY00078
SMTS00166,SMSY00078
SMTS00167,SMSY00078
SMTS00214,SMSY00078
SMTS00283,SMSY00078
SMTS00285,SMSY00078
SMTS00286,SMSY00078
SMTS00292,SMSY00078
SMTS00293,SMSY00078
SMTS00563,SMSY00078
SMTS00564,SMSY00078
SMTS00580,SMSY00078
SMTS00582,SMSY00078
SMTS00707,SMSY00078
SMTS00911,SMSY00078
SMTS00916,SMSY00078
SMTS00917,SMSY00078
SMTS00918,SMSY00078
SMTS01179,SMSY00078
SMTS01180,SMSY00078
SMTS01183,SMSY00078
SMTS01184,SMSY00078
SMTS01185,SMSY00078
SMTS01216,SMSY00078
SMTS01217,SMSY00078
SMTS01218,SMSY00078
SMTS01299,SMSY00078
SMTS01318,SMSY00078
SMTS01319,SMSY00078
SMTS01384,SMSY00078
SMTS01385,SMSY00078
SMTS01386,SMSY00078
SMTS01387,SMSY00078
SMTS01667,SMSY00078
SMTS01672,SMSY00078
SMTS01762,SMSY00078
SMTS02164,SMSY00078
SMTS02210,SMSY00078
SMTS00222,SMSY00079
SMTS00278,SMSY00079
SMTS00453,SMSY00079
SMTS01033,SMSY00079
SMTS01179,SMSY00079
SMTS01248,SMSY00079
SMTS01249,SMSY00079
SMTS01374,SMSY00079
SMTS01396,SMSY00079
SMTS01409,SMSY00079
SMTS01652,SMSY00079
SMTS01662,SMSY00079
SMTS01667,SMSY00079
SMTS01739,SMSY00079
SMTS00234,SMSY00080
SMTS00235,SMSY00080
SMTS00358,SMSY00080
SMTS00392,SMSY00080
SMTS00394,SMSY00080
SMTS00395,SMSY00080
SMTS00397,SMSY00080
SMTS00400,SMSY00080
SMTS00420,SMSY00080
SMTS00537,SMSY00080
SMTS00567,SMSY00080
SMTS00568,SMSY00080
SMTS00577,SMSY00080
SMTS00581,SMSY00080
SMTS00586,SMSY00080
SMTS00689,SMSY00080
SMTS00716,SMSY00080
SMTS00833,SMSY00080
SMTS01021,SMSY00080
SMTS01164,SMSY00080
SMTS01166,SMSY00080
SMTS01459,SMSY00080
SMTS01464,SMSY00080
SMTS01465,SMSY00080
SMTS01466,SMSY00080
SMTS01467,SMSY00080
SMTS01469,SMSY00080
SMTS01471,SMSY00080
SMTS01475,SMSY00080
SMTS01476,SMSY00080
SMTS01477,SMSY00080
SMTS01478,SMSY00080
SMTS01479,SMSY00080
SMTS01480,SMSY00080
SMTS01486,SMSY00080
SMTS01500,SMSY00080
SMTS01505,SMSY00080
SMTS01506,SMSY00080
SMTS01507,SMSY00080
SMTS01509,SMSY00080
SMTS01510,SMSY00080
SMTS01710,SMSY00080
SMTS01715,SMSY00080
SMTS01716,SMSY00080
SMTS01798,SMSY00080
SMTS01814,SMSY00080
SMTS00234,SMSY00081
SMTS00235,SMSY00081
SMTS00358,SMSY00081
SMTS00392,SMSY00081
SMTS00394,SMSY00081
SMTS00395,SMSY00081
SMTS00397,SMSY00081
SMTS00400,SMSY00081
SMTS00420,SMSY00081
SMTS00537,SMSY00081
SMTS00567,SMSY00081
SMTS00568,SMSY00081
SMTS00577,SMSY00081
SMTS00581,SMSY00081
SMTS00586,SMSY00081
SMTS00689,SMSY00081
SMTS00716,SMSY00081
SMTS00833,SMSY00081
SMTS01021,SMSY00081
SMTS01164,SMSY00081
SMTS01166,SMSY00081
SMTS01459,SMSY00081
SMTS01464,SMSY00081
SMTS01465,SMSY00081
SMTS01466,SMSY00081
SMTS01467,SMSY00081
SMTS01469,SMSY00081
SMTS01471,SMSY00081
SMTS01475,SMSY00081
SMTS01476,SMSY00081
SMTS01477,SMSY00081
SMTS01478,SMSY00081
SMTS01479,SMSY00081
SMTS01480,SMSY00081
SMTS01486,SMSY00081
SMTS01500,SMSY00081
SMTS01505,SMSY00081
SMTS01506,SMSY00081
SMTS01507,SMSY00081
SMTS01509,SMSY00081
SMTS01510,SMSY00081
SMTS01710,SMSY00081
SMTS01715,SMSY00081
SMTS01716,SMSY00081
SMTS01798,SMSY00081
SMTS01814,SMSY00081
SMTS00010,SMSY00082
SMTS00249,SMSY00082
SMTS00320,SMSY00082
SMTS00323,SMSY00082
SMTS00324,SMSY00082
SMTS00668,SMSY00082
SMTS00935,SMSY00082
SMTS00947,SMSY00082
SMTS01325,SMSY00082
SMTS01639,SMSY00082
SMTS01640,SMSY00082
SMTS00010,SMSY00083
SMTS00249,SMSY00083
SMTS00668,SMSY00083
SMTS00935,SMSY00083
SMTS00947,SMSY00083
SMTS01325,SMSY00083
SMTS01639,SMSY00083
SMTS01640,SMSY00083
SMTS00016,SMSY00084
SMTS00017,SMSY00084
SMTS00018,SMSY00084
SMTS00041,SMSY00084
SMTS00048,SMSY00084
SMTS00050,SMSY00084
SMTS00088,SMSY00084
SMTS00089,SMSY00084
SMTS00096,SMSY00084
SMTS00097,SMSY00084
SMTS00098,SMSY00084
SMTS00102,SMSY00084
SMTS00104,SMSY00084
SMTS00201,SMSY00084
SMTS00217,SMSY00084
SMTS00234,SMSY00084
SMTS00235,SMSY00084
SMTS00260,SMSY00084
SMTS00261,SMSY00084
SMTS00262,SMSY00084
SMTS00275,SMSY00084
SMTS00279,SMSY00084
SMTS00320,SMSY00084
SMTS00323,SMSY00084
SMTS00324,SMSY00084
SMTS00338,SMSY00084
SMTS00358,SMSY00084
SMTS00390,SMSY00084
SMTS00392,SMSY00084
SMTS00394,SMSY00084
SMTS00395,SMSY00084
SMTS00397,SMSY00084
SMTS00400,SMSY00084
SMTS00414,SMSY00084
SMTS00420,SMSY00084
SMTS00446,SMSY00084
SMTS00455,SMSY00084
SMTS00537,SMSY00084
SMTS00561,SMSY00084
SMTS00567,SMSY00084
SMTS00568,SMSY00084
SMTS00577,SMSY00084
SMTS00581,SMSY00084
SMTS00586,SMSY00084
SMTS00616,SMSY00084
SMTS00617,SMSY00084
SMTS00618,SMSY00084
SMTS00619,SMSY00084
SMTS00650,SMSY00084
SMTS00670,SMSY00084
SMTS00689,SMSY00084
SMTS00716,SMSY00084
SMTS00742,SMSY00084
SMTS00743,SMSY00084
SMTS00744,SMSY00084
SMTS00752,SMSY00084
SMTS00832,SMSY00084
SMTS00833,SMSY00084
SMTS00834,SMSY00084
SMTS00836,SMSY00084
SMTS00837,SMSY00084
SMTS00838,SMSY00084
SMTS00867,SMSY00084
SMTS00868,SMSY00084
SMTS00898,SMSY00084
SMTS00899,SMSY00084
SMTS00902,SMSY00084
SMTS00909,SMSY00084
SMTS00922,SMSY00084
SMTS01021,SMSY00084
SMTS01108,SMSY00084
SMTS01139,SMSY00084
SMTS01146,SMSY00084
SMTS01147,SMSY00084
SMTS01152,SMSY00084
SMTS01164,SMSY00084
SMTS01166,SMSY00084
SMTS01192,SMSY00084
SMTS01243,SMSY00084
SMTS01244,SMSY00084
SMTS01246,SMSY00084
SMTS01443,SMSY00084
SMTS01444,SMSY00084
SMTS01445,SMSY00084
SMTS01446,SMSY00084
SMTS01447,SMSY00084
SMTS01455,SMSY00084
SMTS01459,SMSY00084
SMTS01464,SMSY00084
SMTS01465,SMSY00084
SMTS01466,SMSY00084
SMTS01467,SMSY00084
SMTS01469,SMSY00084
SMTS01471,SMSY00084
SMTS01475,SMSY00084
SMTS01476,SMSY00084
SMTS01477,SMSY00084
SMTS01478,SMSY00084
SMTS01479,SMSY00084
SMTS01480,SMSY00084
SMTS01486,SMSY00084
SMTS01500,SMSY00084
SMTS01505,SMSY00084
SMTS01506,SMSY00084
SMTS01507,SMSY00084
SMTS01509,SMSY00084
SMTS01510,SMSY00084
SMTS01593,SMSY00084
SMTS01594,SMSY00084
SMTS01595,SMSY00084
SMTS01596,SMSY00084
SMTS01597,SMSY00084
SMTS01598,SMSY00084
SMTS01599,SMSY00084
SMTS01600,SMSY00084
SMTS01601,SMSY00084
SMTS01617,SMSY00084
SMTS01619,SMSY00084
SMTS01620,SMSY00084
SMTS01622,SMSY00084
SMTS01676,SMSY00084
SMTS01677,SMSY00084
SMTS01678,SMSY00084
SMTS01679,SMSY00084
SMTS01680,SMSY00084
SMTS01681,SMSY00084
SMTS01686,SMSY00084
SMTS01710,SMSY00084
SMTS01715,SMSY00084
SMTS01716,SMSY00084
SMTS01740,SMSY00084
SMTS01798,SMSY00084
SMTS01814,SMSY00084
SMTS01816,SMSY00084
SMTS01820,SMSY00084
SMTS01837,SMSY00084
SMTS01877,SMSY00084
SMTS01974,SMSY00084
SMTS01988,SMSY00084
SMTS01990,SMSY00084
SMTS02001,SMSY00084
SMTS02002,SMSY00084
SMTS02033,SMSY00084
SMTS02034,SMSY00084
SMTS02037,SMSY00084
SMTS02038,SMSY00084
SMTS02039,SMSY00084
SMTS02044,SMSY00084
SMTS02045,SMSY00084
SMTS02060,SMSY00084
SMTS02122,SMSY00084
SMTS02156,SMSY00084
SMTS02157,SMSY00084
SMTS02159,SMSY00084
SMTS02217,SMSY00084
SMTS02245,SMSY00084
SMTS02255,SMSY00084
SMTS02267,SMSY00084
SMTS02269,SMSY00084
SMTS02270,SMSY00084
SMTS02271,SMSY00084
SMTS02277,SMSY00084
SMTS02280,SMSY00084
SMTS00016,SMSY00085
SMTS00017,SMSY00085
SMTS00018,SMSY00085
SMTS00041,SMSY00085
SMTS00048,SMSY00085
SMTS00050,SMSY00085
SMTS00088,SMSY00085
SMTS00089,SMSY00085
SMTS00096,SMSY00085
SMTS00097,SMSY00085
SMTS00098,SMSY00085
SMTS00102,SMSY00085
SMTS00104,SMSY00085
SMTS00201,SMSY00085
SMTS00217,SMSY00085
SMTS00234,SMSY00085
SMTS00235,SMSY00085
SMTS00260,SMSY00085
SMTS00261,SMSY00085
