Syndrome_id,Herb_id
SMSY00122,SMHB00685
SMSY00122,SMHB00254
SMSY00122,SMHB00304
SMSY00122,SMHB00303
SMSY00122,SMHB00334
SMSY00122,SMHB00001
SMSY00122,SMHB00370
SMSY00122,SMHB00579
SMSY00122,SMHB00425
SMSY00122,SMHB00584
SMSY00122,SMHB00321
SMSY00122,SMHB00129
SMSY00122,SMHB00117
SMSY00122,SMHB00312
SMSY00122,SMHB00569
SMSY00122,SMHB00422
SMSY00122,SMHB00424
SMSY00122,SMHB00031
SMSY00122,SMHB00065
SMSY00122,SMHB00469
SMSY00122,SMHB00461
SMSY00122,SMHB00597
SMSY00122,SMHB00655
SMSY00122,SMHB00702
SMSY00122,SMHB00187
SMSY00122,SMHB00165
SMSY00123,SMHB00321
SMSY00123,SMHB00345
SMSY00123,SMHB00341
SMSY00123,SMHB00039
SMSY00123,SMHB00315
SMSY00123,SMHB00517
SMSY00123,SMHB00507
SMSY00123,SMHB00085
SMSY00123,SMHB00522
SMSY00123,SMHB00523
SMSY00123,SMHB00515
SMSY00123,SMHB00505
SMSY00123,SMHB00474
SMSY00123,SMHB00353
SMSY00123,SMHB00277
SMSY00123,SMHB00478
SMSY00123,SMHB00334
SMSY00123,SMHB00001
SMSY00123,SMHB00584
SMSY00123,SMHB00117
SMSY00123,SMHB00422
SMSY00124,SMHB00347
SMSY00124,SMHB00695
SMSY00124,SMHB00592
SMSY00125,SMHB00486
SMSY00126,SMHB00515
SMSY00126,SMHB00292
SMSY00126,SMHB00486
SMSY00126,SMHB00047
SMSY00126,SMHB00234
SMSY00127,SMHB00315
SMSY00127,SMHB00517
SMSY00128,SMHB00108
SMSY00128,SMHB00143
SMSY00128,SMHB00338
SMSY00128,SMHB00672
SMSY00128,SMHB00658
SMSY00128,SMHB00166
SMSY00129,SMHB00429
SMSY00130,SMHB00185
SMSY00131,SMHB00143
SMSY00131,SMHB00338
SMSY00131,SMHB00672
SMSY00131,SMHB00658
SMSY00131,SMHB00166
SMSY00132,SMHB00415
SMSY00132,SMHB00002
SMSY00133,SMHB00515
SMSY00133,SMHB00597
SMSY00134,SMHB00149
SMSY00135,SMHB00072
SMSY00135,SMHB00331
SMSY00135,SMHB00251
SMSY00136,SMHB00317
SMSY00136,SMHB00182
SMSY00136,SMHB00183
SMSY00136,SMHB00379
SMSY00136,SMHB00332
SMSY00136,SMHB00331
SMSY00136,SMHB00251
SMSY00137,SMHB00114
SMSY00137,SMHB00115
SMSY00137,SMHB00069
SMSY00137,SMHB00443
SMSY00137,SMHB00407
SMSY00137,SMHB00656
SMSY00138,SMHB00215
SMSY00140,SMHB00283
SMSY00140,SMHB00306
SMSY00140,SMHB00350
SMSY00140,SMHB00377
SMSY00142,SMHB00128
SMSY00142,SMHB00387
SMSY00142,SMHB00436
SMSY00143,SMHB00379
SMSY00143,SMHB00332
SMSY00144,SMHB00283
SMSY00144,SMHB00306
SMSY00144,SMHB00281
SMSY00144,SMHB00350
SMSY00144,SMHB00377
SMSY00144,SMHB00215
SMSY00145,SMHB00072
SMSY00145,SMHB00149
SMSY00145,SMHB00065
SMSY00145,SMHB00199
SMSY00145,SMHB00432
SMSY00145,SMHB00272
SMSY00146,SMHB00072
SMSY00147,SMHB00432
SMSY00148,SMHB00259
SMSY00149,SMHB00570
SMSY00149,SMHB00659
SMSY00149,SMHB00680
SMSY00149,SMHB00141
SMSY00150,SMHB00696
SMSY00151,SMHB00183
SMSY00151,SMHB00303
SMSY00152,SMHB00450
SMSY00152,SMHB00589
SMSY00152,SMHB00391
SMSY00152,SMHB00512
SMSY00152,SMHB00095
SMSY00152,SMHB00030
SMSY00152,SMHB00162
SMSY00152,SMHB00390
SMSY00152,SMHB00350
SMSY00152,SMHB00190
SMSY00152,SMHB00548
SMSY00152,SMHB00547
SMSY00152,SMHB00482
SMSY00152,SMHB00497
SMSY00152,SMHB00260
SMSY00152,SMHB00338
SMSY00152,SMHB00230
SMSY00152,SMHB00053
SMSY00152,SMHB00684
SMSY00152,SMHB00470
SMSY00152,SMHB00672
SMSY00152,SMHB00580
SMSY00152,SMHB00166
SMSY00153,SMHB00395
SMSY00154,SMHB00019
SMSY00155,SMHB00050
SMSY00155,SMHB00057
SMSY00155,SMHB00096
SMSY00155,SMHB00103
SMSY00155,SMHB00119
SMSY00155,SMHB00147
SMSY00155,SMHB00168
SMSY00155,SMHB00177
SMSY00155,SMHB00188
SMSY00155,SMHB00251
SMSY00155,SMHB00255
SMSY00155,SMHB00289
SMSY00155,SMHB00310
SMSY00155,SMHB00335
SMSY00155,SMHB00353
SMSY00155,SMHB00381
SMSY00155,SMHB00389
SMSY00155,SMHB00399
SMSY00155,SMHB00420
SMSY00155,SMHB00087
SMSY00155,SMHB00206
SMSY00155,SMHB00260
SMSY00155,SMHB00269
SMSY00155,SMHB00308
SMSY00155,SMHB00351
SMSY00155,SMHB00374
SMSY00155,SMHB00247
SMSY00155,SMHB00348
SMSY00155,SMHB00297
SMSY00155,SMHB00482
SMSY00155,SMHB00070
SMSY00155,SMHB00392
SMSY00155,SMHB00040
SMSY00155,SMHB00311
SMSY00155,SMHB00455
SMSY00155,SMHB00500
SMSY00155,SMHB00110
SMSY00155,SMHB00319
SMSY00155,SMHB00557
SMSY00155,SMHB00398
SMSY00155,SMHB00364
SMSY00155,SMHB00075
SMSY00155,SMHB00520
SMSY00155,SMHB00416
SMSY00155,SMHB00605
SMSY00155,SMHB00585
SMSY00155,SMHB00220
SMSY00155,SMHB00631
SMSY00155,SMHB00674
SMSY00155,SMHB00170
SMSY00155,SMHB00549
SMSY00155,SMHB00013
SMSY00155,SMHB00373
SMSY00155,SMHB00542
SMSY00155,SMHB00491
SMSY00155,SMHB00566
SMSY00155,SMHB00673
SMSY00155,SMHB00495
SMSY00155,SMHB00575
SMSY00155,SMHB00262
SMSY00155,SMHB00628
SMSY00155,SMHB00636
SMSY00155,SMHB00263
SMSY00155,SMHB00670
SMSY00155,SMHB00062
SMSY00155,SMHB00061
SMSY00155,SMHB00607
SMSY00155,SMHB00210
SMSY00155,SMHB00267
SMSY00155,SMHB00638
SMSY00155,SMHB00465
SMSY00155,SMHB00189
SMSY00156,SMHB00253
SMSY00156,SMHB00391
SMSY00156,SMHB00388
SMSY00156,SMHB00512
SMSY00156,SMHB00384
SMSY00156,SMHB00687
SMSY00156,SMHB00684
SMSY00156,SMHB00596
SMSY00156,SMHB00580
SMSY00157,SMHB00670
SMSY00158,SMHB00604
SMSY00159,SMHB00468
SMSY00160,SMHB00414
SMSY00160,SMHB00420
SMSY00160,SMHB00336
SMSY00160,SMHB00096
SMSY00160,SMHB00604
SMSY00160,SMHB00359
SMSY00160,SMHB00248
SMSY00160,SMHB00302
SMSY00160,SMHB00160
SMSY00160,SMHB00461
SMSY00160,SMHB00185
SMSY00161,SMHB00107
SMSY00161,SMHB00502
SMSY00161,SMHB00004
SMSY00161,SMHB00108
SMSY00161,SMHB00604
SMSY00161,SMHB00283
SMSY00161,SMHB00306
SMSY00161,SMHB00359
SMSY00161,SMHB00586
SMSY00161,SMHB00350
SMSY00161,SMHB00555
SMSY00161,SMHB00063
SMSY00161,SMHB00354
SMSY00161,SMHB00640
SMSY00161,SMHB00462
SMSY00161,SMHB00377
SMSY00161,SMHB00302
SMSY00161,SMHB00457
SMSY00161,SMHB00690
SMSY00161,SMHB00665
SMSY00161,SMHB00340
SMSY00161,SMHB00053
SMSY00161,SMHB00407
SMSY00161,SMHB00363
SMSY00161,SMHB00595
SMSY00161,SMHB00131
SMSY00161,SMHB00215
SMSY00161,SMHB00145
SMSY00161,SMHB00257
SMSY00161,SMHB00657
SMSY00161,SMHB00164
SMSY00162,SMHB00162
SMSY00162,SMHB00641
SMSY00162,SMHB00338
SMSY00162,SMHB00174
SMSY00162,SMHB00595
SMSY00162,SMHB00672
SMSY00162,SMHB00658
SMSY00162,SMHB00655
SMSY00163,SMHB00665
SMSY00165,SMHB00586
SMSY00165,SMHB00462
SMSY00165,SMHB00131
SMSY00166,SMHB00107
SMSY00166,SMHB00502
SMSY00166,SMHB00004
SMSY00166,SMHB00555
SMSY00166,SMHB00063
SMSY00166,SMHB00504
SMSY00166,SMHB00367
SMSY00166,SMHB00355
SMSY00166,SMHB00339
SMSY00166,SMHB00173
SMSY00166,SMHB00043
SMSY00166,SMHB00137
SMSY00167,SMHB00140
SMSY00167,SMHB00542
SMSY00168,SMHB00542
SMSY00169,SMHB00186
SMSY00169,SMHB00255
SMSY00169,SMHB00310
SMSY00169,SMHB00483
SMSY00169,SMHB00033
SMSY00169,SMHB00096
SMSY00169,SMHB00035
SMSY00169,SMHB00515
SMSY00169,SMHB00451
SMSY00169,SMHB00292
SMSY00169,SMHB00486
SMSY00169,SMHB00058
SMSY00169,SMHB00183
SMSY00169,SMHB00047
SMSY00169,SMHB00554
SMSY00169,SMHB00689
SMSY00169,SMHB00303
SMSY00169,SMHB00566
SMSY00169,SMHB00679
SMSY00169,SMHB00560
SMSY00169,SMHB00064
SMSY00170,SMHB00297
SMSY00170,SMHB00185
SMSY00170,SMHB00040
SMSY00170,SMHB00541
SMSY00170,SMHB00635
SMSY00171,SMHB00566
SMSY00172,SMHB00205
SMSY00172,SMHB00332
SMSY00172,SMHB00599
SMSY00173,SMHB00107
SMSY00173,SMHB00555
SMSY00173,SMHB00504
SMSY00173,SMHB00457
SMSY00173,SMHB00355
SMSY00173,SMHB00339
SMSY00174,SMHB00096
SMSY00174,SMHB00604
SMSY00175,SMHB00107
SMSY00175,SMHB00604
SMSY00175,SMHB00359
SMSY00175,SMHB00555
SMSY00175,SMHB00457
SMSY00175,SMHB00407
SMSY00175,SMHB00657
SMSY00176,SMHB00657
SMSY00178,SMHB00432
SMSY00178,SMHB00622
SMSY00179,SMHB00185
SMSY00180,SMHB00622
SMSY00182,SMHB00107
SMSY00182,SMHB00555
SMSY00182,SMHB00504
SMSY00182,SMHB00355
SMSY00182,SMHB00339
SMSY00183,SMHB00537
SMSY00183,SMHB00133
SMSY00183,SMHB00009
SMSY00183,SMHB00695
SMSY00183,SMHB00592
SMSY00184,SMHB00022
SMSY00184,SMHB00035
SMSY00184,SMHB00050
SMSY00184,SMHB00353
SMSY00184,SMHB00129
SMSY00184,SMHB00272
SMSY00184,SMHB00359
SMSY00184,SMHB00428
SMSY00184,SMHB00161
SMSY00184,SMHB00320
SMSY00184,SMHB00009
SMSY00184,SMHB00458
SMSY00184,SMHB00090
SMSY00184,SMHB00170
SMSY00184,SMHB00388
SMSY00184,SMHB00107
SMSY00184,SMHB00414
SMSY00184,SMHB00336
SMSY00184,SMHB00096
SMSY00184,SMHB00148
SMSY00184,SMHB00109
SMSY00184,SMHB00604
SMSY00184,SMHB00084
SMSY00184,SMHB00553
SMSY00184,SMHB00515
SMSY00184,SMHB00451
SMSY00184,SMHB00095
SMSY00184,SMHB00292
SMSY00184,SMHB00486
SMSY00184,SMHB00155
SMSY00184,SMHB00555
SMSY00184,SMHB00480
SMSY00184,SMHB00537
SMSY00184,SMHB00646
SMSY00184,SMHB00504
SMSY00184,SMHB00133
SMSY00184,SMHB00021
SMSY00184,SMHB00457
SMSY00184,SMHB00456
SMSY00184,SMHB00355
SMSY00184,SMHB00695
SMSY00184,SMHB00340
SMSY00184,SMHB00339
SMSY00184,SMHB00052
SMSY00184,SMHB00239
SMSY00184,SMHB00633
SMSY00184,SMHB00407
SMSY00184,SMHB00678
SMSY00184,SMHB00595
SMSY00184,SMHB00592
SMSY00184,SMHB00582
SMSY00184,SMHB00122
SMSY00184,SMHB00064
SMSY00184,SMHB00433
SMSY00184,SMHB00432
SMSY00184,SMHB00657
SMSY00184,SMHB00184
SMSY00184,SMHB00185
SMSY00184,SMHB00187
SMSY00185,SMHB00415
SMSY00186,SMHB00028
SMSY00186,SMHB00143
SMSY00186,SMHB00248
SMSY00186,SMHB00297
SMSY00186,SMHB00070
SMSY00186,SMHB00069
SMSY00186,SMHB00311
SMSY00186,SMHB00455
SMSY00187,SMHB00096
SMSY00187,SMHB00336
SMSY00187,SMHB00108
SMSY00187,SMHB00160
SMSY00187,SMHB00359
SMSY00187,SMHB00041
SMSY00187,SMHB00299
SMSY00187,SMHB00604
SMSY00187,SMHB00248
SMSY00187,SMHB00663
SMSY00187,SMHB00670
SMSY00188,SMHB00390
SMSY00188,SMHB00095
SMSY00188,SMHB00340
SMSY00188,SMHB00002
SMSY00188,SMHB00107
SMSY00188,SMHB00112
SMSY00188,SMHB00131
SMSY00188,SMHB00187
SMSY00188,SMHB00339
SMSY00188,SMHB00162
SMSY00188,SMHB00097
SMSY00188,SMHB00355
SMSY00188,SMHB00555
SMSY00188,SMHB00504
SMSY00188,SMHB00663
SMSY00188,SMHB00665
SMSY00189,SMHB00029
SMSY00189,SMHB00094
SMSY00189,SMHB00164
SMSY00189,SMHB00262
SMSY00189,SMHB00030
SMSY00189,SMHB00386
SMSY00189,SMHB00263
SMSY00190,SMHB00058
SMSY00190,SMHB00186
SMSY00190,SMHB00324
SMSY00190,SMHB00414
SMSY00190,SMHB00172
SMSY00190,SMHB00359
SMSY00190,SMHB00423
SMSY00190,SMHB00329
SMSY00190,SMHB00460
SMSY00190,SMHB00703
SMSY00190,SMHB00024
SMSY00190,SMHB00541
SMSY00190,SMHB00305
SMSY00190,SMHB00263
SMSY00190,SMHB00635
SMSY00190,SMHB00701
SMSY00191,SMHB00678
SMSY00192,SMHB00131
SMSY00192,SMHB00187
SMSY00192,SMHB00361
SMSY00192,SMHB00530
SMSY00192,SMHB00336
SMSY00192,SMHB00429
SMSY00192,SMHB00589
SMSY00192,SMHB00604
SMSY00192,SMHB00586
SMSY00192,SMHB00462
SMSY00192,SMHB00504
SMSY00192,SMHB00665
SMSY00192,SMHB00167
SMSY00192,SMHB00200
SMSY00192,SMHB00340
SMSY00192,SMHB00053
SMSY00192,SMHB00682
SMSY00192,SMHB00386
SMSY00192,SMHB00625
SMSY00192,SMHB00657
SMSY00192,SMHB00164
SMSY00193,SMHB00340
SMSY00194,SMHB00596
SMSY00194,SMHB00701
SMSY00194,SMHB00593
SMSY00195,SMHB00375
SMSY00195,SMHB00296
SMSY00195,SMHB00072
SMSY00195,SMHB00505
SMSY00195,SMHB00417
SMSY00195,SMHB00687
SMSY00195,SMHB00047
SMSY00195,SMHB00318
SMSY00195,SMHB00372
SMSY00195,SMHB00668
SMSY00195,SMHB00150
SMSY00195,SMHB00178
SMSY00195,SMHB00229
SMSY00195,SMHB00228
SMSY00195,SMHB00045
SMSY00195,SMHB00082
SMSY00195,SMHB00597
SMSY00195,SMHB00664
SMSY00195,SMHB00238
SMSY00195,SMHB00153
SMSY00195,SMHB00163
SMSY00196,SMHB00155
SMSY00196,SMHB00002
SMSY00197,SMHB00057
SMSY00197,SMHB00186
SMSY00197,SMHB00188
SMSY00197,SMHB00335
SMSY00197,SMHB00464
SMSY00197,SMHB00085
SMSY00197,SMHB00469
SMSY00197,SMHB00487
SMSY00197,SMHB00018
SMSY00197,SMHB00483
SMSY00197,SMHB00183
SMSY00197,SMHB00326
SMSY00197,SMHB00493
SMSY00197,SMHB00116
SMSY00197,SMHB00244
SMSY00197,SMHB00283
SMSY00197,SMHB00121
SMSY00197,SMHB00161
SMSY00197,SMHB00420
SMSY00197,SMHB00455
SMSY00197,SMHB00119
SMSY00197,SMHB00125
SMSY00197,SMHB00039
SMSY00197,SMHB00040
SMSY00197,SMHB00369
SMSY00197,SMHB00368
SMSY00197,SMHB00104
SMSY00197,SMHB00103
SMSY00197,SMHB00514
SMSY00197,SMHB00070
SMSY00197,SMHB00311
SMSY00197,SMHB00520
SMSY00197,SMHB00598
SMSY00197,SMHB00142
SMSY00197,SMHB00081
SMSY00197,SMHB00182
SMSY00197,SMHB00535
SMSY00197,SMHB00157
SMSY00197,SMHB00621
SMSY00197,SMHB00377
SMSY00197,SMHB00284
SMSY00197,SMHB00445
SMSY00197,SMHB00613
SMSY00197,SMHB00632
SMSY00197,SMHB00023
SMSY00197,SMHB00026
SMSY00197,SMHB00024
SMSY00197,SMHB00334
SMSY00197,SMHB00374
SMSY00197,SMHB00195
SMSY00197,SMHB00673
SMSY00197,SMHB00667
SMSY00197,SMHB00668
SMSY00197,SMHB00169
SMSY00197,SMHB00659
SMSY00197,SMHB00492
SMSY00197,SMHB00225
SMSY00197,SMHB00139
SMSY00197,SMHB00686
SMSY00197,SMHB00423
SMSY00197,SMHB00065
SMSY00197,SMHB00061
SMSY00197,SMHB00207
SMSY00197,SMHB00607
SMSY00197,SMHB00524
SMSY00197,SMHB00267
SMSY00197,SMHB00268
SMSY00197,SMHB00638
SMSY00197,SMHB00185
SMSY00197,SMHB00187
SMSY00197,SMHB00189
SMSY00199,SMHB00493
SMSY00200,SMHB00336
SMSY00200,SMHB00464
SMSY00200,SMHB00077
SMSY00200,SMHB00093
SMSY00200,SMHB00129
SMSY00200,SMHB00155
SMSY00200,SMHB00315
SMSY00200,SMHB00456
SMSY00200,SMHB00427
SMSY00200,SMHB00152
SMSY00200,SMHB00346
SMSY00200,SMHB00360
SMSY00200,SMHB00474
SMSY00200,SMHB00345
SMSY00200,SMHB00500
SMSY00200,SMHB00039
SMSY00200,SMHB00517
SMSY00200,SMHB00507
SMSY00200,SMHB00085
SMSY00200,SMHB00395
SMSY00200,SMHB00527
SMSY00200,SMHB00522
SMSY00200,SMHB00523
SMSY00200,SMHB00515
SMSY00200,SMHB00505
SMSY00200,SMHB00182
SMSY00200,SMHB00536
SMSY00200,SMHB00353
SMSY00200,SMHB00478
SMSY00200,SMHB00685
SMSY00200,SMHB00254
SMSY00200,SMHB00304
SMSY00200,SMHB00303
SMSY00200,SMHB00445
SMSY00200,SMHB00370
SMSY00200,SMHB00579
SMSY00200,SMHB00117
SMSY00200,SMHB00312
SMSY00200,SMHB00569
SMSY00200,SMHB00424
SMSY00200,SMHB00031
SMSY00200,SMHB00065
SMSY00200,SMHB00469
SMSY00200,SMHB00461
SMSY00200,SMHB00597
SMSY00200,SMHB00655
SMSY00200,SMHB00702
SMSY00200,SMHB00187
SMSY00200,SMHB00165
SMSY00201,SMHB00346
SMSY00201,SMHB00336
SMSY00201,SMHB00590
SMSY00201,SMHB00095
SMSY00201,SMHB00143
SMSY00201,SMHB00685
SMSY00201,SMHB00190
SMSY00201,SMHB00377
SMSY00201,SMHB00302
SMSY00201,SMHB00021
SMSY00201,SMHB00024
SMSY00201,SMHB00591
SMSY00201,SMHB00169
SMSY00201,SMHB00338
SMSY00201,SMHB00002
SMSY00201,SMHB00672
SMSY00201,SMHB00596
SMSY00201,SMHB00630
SMSY00201,SMHB00194
SMSY00201,SMHB00658
SMSY00201,SMHB00185
SMSY00201,SMHB00187
SMSY00201,SMHB00166
SMSY00201,SMHB00544
SMSY00201,SMHB00594
SMSY00202,SMHB00169
SMSY00202,SMHB00187
SMSY00203,SMHB00639
SMSY00203,SMHB00499
SMSY00204,SMHB00701
SMSY00205,SMHB00366
SMSY00206,SMHB00462
SMSY00206,SMHB00131
SMSY00206,SMHB00346
SMSY00206,SMHB00429
SMSY00206,SMHB00107
SMSY00206,SMHB00502
SMSY00206,SMHB00108
SMSY00206,SMHB00604
SMSY00206,SMHB00586
SMSY00206,SMHB00555
SMSY00206,SMHB00640
SMSY00206,SMHB00504
SMSY00206,SMHB00665
SMSY00206,SMHB00340
SMSY00206,SMHB00053
SMSY00206,SMHB00407
SMSY00206,SMHB00363
SMSY00206,SMHB00595
SMSY00206,SMHB00625
SMSY00206,SMHB00215
SMSY00206,SMHB00657
SMSY00207,SMHB00131
SMSY00208,SMHB00423
SMSY00209,SMHB00082
SMSY00209,SMHB00131
SMSY00210,SMHB00201
SMSY00211,SMHB00455
SMSY00211,SMHB00297
SMSY00211,SMHB00103
SMSY00211,SMHB00283
SMSY00211,SMHB00306
SMSY00211,SMHB00512
SMSY00211,SMHB00070
SMSY00211,SMHB00311
SMSY00211,SMHB00030
SMSY00211,SMHB00350
SMSY00211,SMHB00377
SMSY00211,SMHB00632
SMSY00211,SMHB00024
SMSY00211,SMHB00029
SMSY00211,SMHB00028
SMSY00211,SMHB00541
SMSY00211,SMHB00305
SMSY00211,SMHB00561
SMSY00211,SMHB00635
SMSY00211,SMHB00460
SMSY00211,SMHB00329
SMSY00211,SMHB00701
SMSY00211,SMHB00580
SMSY00211,SMHB00164
SMSY00211,SMHB00593
SMSY00211,SMHB00594
SMSY00212,SMHB00541
SMSY00212,SMHB00635
SMSY00213,SMHB00030
SMSY00214,SMHB00394
SMSY00214,SMHB00408
SMSY00214,SMHB00489
SMSY00214,SMHB00526
SMSY00214,SMHB00091
SMSY00214,SMHB00491
SMSY00214,SMHB00610
SMSY00214,SMHB00600
SMSY00215,SMHB00408
SMSY00215,SMHB00610
SMSY00215,SMHB00600
SMSY00216,SMHB00246
SMSY00216,SMHB00519
SMSY00216,SMHB00617
SMSY00216,SMHB00316
SMSY00216,SMHB00395
SMSY00216,SMHB00076
SMSY00216,SMHB00446
SMSY00216,SMHB00288
SMSY00216,SMHB00155
SMSY00216,SMHB00383
SMSY00216,SMHB00156
SMSY00216,SMHB00113
SMSY00216,SMHB00367
SMSY00216,SMHB00496
SMSY00216,SMHB00425
SMSY00216,SMHB00322
SMSY00216,SMHB00052
SMSY00216,SMHB00051
SMSY00216,SMHB00055
SMSY00216,SMHB00082
SMSY00216,SMHB00138
SMSY00216,SMHB00441
SMSY00216,SMHB00202
SMSY00216,SMHB00433
SMSY00216,SMHB00434
SMSY00216,SMHB00435
SMSY00216,SMHB00118
SMSY00216,SMHB00658
SMSY00216,SMHB00702
SMSY00216,SMHB00264
SMSY00217,SMHB00113
SMSY00218,SMHB00246
SMSY00218,SMHB00519
SMSY00218,SMHB00617
SMSY00218,SMHB00316
SMSY00218,SMHB00395
SMSY00218,SMHB00076
SMSY00218,SMHB00383
SMSY00218,SMHB00156
SMSY00218,SMHB00113
SMSY00218,SMHB00425
SMSY00218,SMHB00322
SMSY00218,SMHB00052
SMSY00218,SMHB00051
SMSY00218,SMHB00055
SMSY00218,SMHB00138
SMSY00218,SMHB00433
SMSY00218,SMHB00434
SMSY00219,SMHB00264
SMSY00220,SMHB00037
SMSY00221,SMHB00106
SMSY00221,SMHB00107
SMSY00221,SMHB00344
SMSY00221,SMHB00246
SMSY00221,SMHB00245
SMSY00221,SMHB00413
SMSY00221,SMHB00533
SMSY00221,SMHB00415
SMSY00221,SMHB00501
SMSY00221,SMHB00341
SMSY00221,SMHB00236
SMSY00221,SMHB00530
SMSY00221,SMHB00098
SMSY00221,SMHB00570
SMSY00221,SMHB00005
SMSY00221,SMHB00126
SMSY00221,SMHB00519
SMSY00221,SMHB00617
SMSY00221,SMHB00038
SMSY00221,SMHB00316
SMSY00221,SMHB00314
SMSY00221,SMHB00034
SMSY00221,SMHB00101
SMSY00221,SMHB00100
SMSY00221,SMHB00427
SMSY00221,SMHB00089
SMSY00221,SMHB00395
SMSY00221,SMHB00527
SMSY00221,SMHB00198
SMSY00221,SMHB00411
SMSY00221,SMHB00447
SMSY00221,SMHB00523
SMSY00221,SMHB00606
SMSY00221,SMHB00076
SMSY00221,SMHB00074
SMSY00221,SMHB00077
SMSY00221,SMHB00586
SMSY00221,SMHB00007
SMSY00221,SMHB00095
SMSY00221,SMHB00442
SMSY00221,SMHB00598
SMSY00221,SMHB00196
SMSY00221,SMHB00650
SMSY00221,SMHB00417
SMSY00221,SMHB00287
SMSY00221,SMHB00565
SMSY00221,SMHB00114
SMSY00221,SMHB00155
SMSY00221,SMHB00634
SMSY00221,SMHB00349
SMSY00221,SMHB00352
SMSY00221,SMHB00688
SMSY00221,SMHB00175
SMSY00221,SMHB00277
SMSY00221,SMHB00383
SMSY00221,SMHB00452
SMSY00221,SMHB00158
SMSY00221,SMHB00156
SMSY00221,SMHB00462
SMSY00221,SMHB00685
SMSY00221,SMHB00573
SMSY00221,SMHB00532
SMSY00221,SMHB00302
SMSY00221,SMHB00304
SMSY00221,SMHB00611
SMSY00221,SMHB00629
SMSY00221,SMHB00113
SMSY00221,SMHB00280
SMSY00221,SMHB00016
SMSY00221,SMHB00026
SMSY00221,SMHB00025
SMSY00221,SMHB00431
SMSY00221,SMHB00001
SMSY00221,SMHB00373
SMSY00221,SMHB00324
SMSY00221,SMHB00078
SMSY00221,SMHB00124
SMSY00221,SMHB00425
SMSY00221,SMHB00261
SMSY00221,SMHB00443
SMSY00221,SMHB00282
SMSY00221,SMHB00322
SMSY00221,SMHB00699
SMSY00221,SMHB00235
SMSY00221,SMHB00487
SMSY00221,SMHB00068
SMSY00221,SMHB00052
SMSY00221,SMHB00051
SMSY00221,SMHB00323
SMSY00221,SMHB00055
SMSY00221,SMHB00008
SMSY00221,SMHB00693
SMSY00221,SMHB00138
SMSY00221,SMHB00177
SMSY00221,SMHB00050
SMSY00221,SMHB00681
SMSY00221,SMHB00680
SMSY00221,SMHB00691
SMSY00221,SMHB00421
SMSY00221,SMHB00424
SMSY00221,SMHB00066
SMSY00221,SMHB00643
SMSY00221,SMHB00652
SMSY00221,SMHB00608
SMSY00221,SMHB00609
SMSY00221,SMHB00401
SMSY00221,SMHB00300
SMSY00221,SMHB00123
SMSY00221,SMHB00122
SMSY00221,SMHB00237
SMSY00221,SMHB00327
SMSY00221,SMHB00630
SMSY00221,SMHB00433
SMSY00221,SMHB00434
SMSY00221,SMHB00432
SMSY00221,SMHB00270
SMSY00221,SMHB00525
SMSY00221,SMHB00153
SMSY00221,SMHB00154
SMSY00221,SMHB00193
SMSY00221,SMHB00194
SMSY00221,SMHB00118
SMSY00221,SMHB00257
SMSY00221,SMHB00702
SMSY00221,SMHB00165
SMSY00221,SMHB00378
SMSY00222,SMHB00146
SMSY00222,SMHB00186
SMSY00222,SMHB00267
SMSY00222,SMHB00298
SMSY00222,SMHB00301
SMSY00222,SMHB00303
SMSY00222,SMHB00319
SMSY00222,SMHB00481
SMSY00222,SMHB00495
SMSY00222,SMHB00499
SMSY00222,SMHB00087
SMSY00222,SMHB00037
SMSY00222,SMHB00059
SMSY00222,SMHB00144
SMSY00222,SMHB00204
SMSY00222,SMHB00207
SMSY00222,SMHB00209
SMSY00222,SMHB00217
SMSY00222,SMHB00241
SMSY00222,SMHB00278
SMSY00222,SMHB00351
SMSY00222,SMHB00366
SMSY00222,SMHB00441
SMSY00222,SMHB00445
SMSY00222,SMHB00454
SMSY00222,SMHB00465
SMSY00222,SMHB00130
SMSY00222,SMHB00293
SMSY00222,SMHB00500
SMSY00222,SMHB00696
SMSY00222,SMHB00570
SMSY00222,SMHB00369
SMSY00222,SMHB00516
SMSY00222,SMHB00509
SMSY00222,SMHB00527
SMSY00222,SMHB00003
SMSY00222,SMHB00514
SMSY00222,SMHB00049
SMSY00222,SMHB00598
SMSY00222,SMHB00564
SMSY00222,SMHB00058
SMSY00222,SMHB00155
SMSY00222,SMHB00094
SMSY00222,SMHB00546
SMSY00222,SMHB00367
SMSY00222,SMHB00027
SMSY00222,SMHB00025
SMSY00222,SMHB00079
SMSY00222,SMHB00496
SMSY00222,SMHB00668
SMSY00222,SMHB00425
SMSY00222,SMHB00261
SMSY00222,SMHB00262
SMSY00222,SMHB00322
SMSY00222,SMHB00699
SMSY00222,SMHB00636
SMSY00222,SMHB00473
SMSY00222,SMHB00052
SMSY00222,SMHB00227
SMSY00222,SMHB00226
SMSY00222,SMHB00601
SMSY00222,SMHB00602
SMSY00222,SMHB00212
SMSY00222,SMHB00213
SMSY00222,SMHB00082
SMSY00222,SMHB00274
SMSY00222,SMHB00138
SMSY00222,SMHB00176
SMSY00222,SMHB00653
SMSY00222,SMHB00680
SMSY00222,SMHB00560
SMSY00222,SMHB00066
SMSY00222,SMHB00141
SMSY00222,SMHB00122
SMSY00222,SMHB00434
SMSY00222,SMHB00435
